rank,name,owner,description,language,stars,stars_since,forks,topics,url,crawl_time,since,page
13,lostindark/DriverStoreExplorer,lostindark,Driver Store Explorer,C#,10738,12,532,,https://github.com/lostindark/DriverStoreExplorer,2026-05-25T11:36:32.386454+00:00,daily,c%23
14,bloxstraplabs/bloxstrap,bloxstraplabs,An alternative bootstrapper for Roblox with a bunch of extra features.,C#,2984,2,977,,https://github.com/bloxstraplabs/bloxstrap,2026-05-25T11:36:32.387195+00:00,daily,c%23
15,ed0ard/CS2-Bot-Improver,ed0ard,"CS2-Bot-Improver is a plugin for Counter-Strike 2 that improves bots' aim, movement, nade throwing, personalities, strategies, etc. Aims to enhance your experience when playing against bots offline or with friends. It can be installed on both clients and servers.",C#,422,30,11,,https://github.com/ed0ard/CS2-Bot-Improver,2026-05-25T11:36:32.387925+00:00,daily,c%23
16,kwsch/PKHeX,kwsch,Pokémon Save File Editor,C#,4895,2,877,,https://github.com/kwsch/PKHeX,2026-05-25T11:36:32.388709+00:00,daily,c%23
17,babalae/better-genshin-impact,babalae,📦BetterGI · 更好的原神 - 自动拾取 | 自动剧情 | 全自动钓鱼(AI) | 全自动七圣召唤 | 自动伐木 | 自动刷本 | 自动采集/挖矿/锄地 | 一条龙 | 全连音游 | 自动烹饪 - UI Automation Testing Tools For Genshin Impact,C#,13636,12,966,,https://github.com/babalae/better-genshin-impact,2026-05-25T11:36:32.389428+00:00,daily,c%23
18,QuantConnect/Lean,QuantConnect,"Lean Algorithmic Trading Engine by QuantConnect (Python, C#)",C#,19152,44,4802,,https://github.com/QuantConnect/Lean,2026-05-25T11:36:32.390383+00:00,daily,c%23
1,danielmiessler/SecLists,danielmiessler,"SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more.",PHP,71138,31,25014,,https://github.com/danielmiessler/SecLists,2026-05-25T11:36:39.844012+00:00,daily,php
2,Leantime/leantime,Leantime,"Leantime is a goals focused project management system for non-project managers. Building with ADHD, Autism, and dyslexia in mind.",PHP,9923,14,963,,https://github.com/Leantime/leantime,2026-05-25T11:36:39.845235+00:00,daily,php
3,pterodactyl/panel,pterodactyl,"Pterodactyl® is a free, open-source game server management panel built with PHP, React, and Go. Designed with security in mind, Pterodactyl runs all game servers in isolated Docker containers while exposing a beautiful and intuitive UI to end users.",PHP,8900,2,2565,,https://github.com/pterodactyl/panel,2026-05-25T11:36:39.846160+00:00,daily,php
4,FreshRSS/FreshRSS,FreshRSS,"A free, self-hostable news aggregator…",PHP,15123,15,1185,,https://github.com/FreshRSS/FreshRSS,2026-05-25T11:36:39.847014+00:00,daily,php
5,PHPMailer/PHPMailer,PHPMailer,The classic email sending library for PHP,PHP,22153,0,9834,,https://github.com/PHPMailer/PHPMailer,2026-05-25T11:36:39.847732+00:00,daily,php
6,koel/koel,koel,Music streaming solution that works.,PHP,17147,1,2106,,https://github.com/koel/koel,2026-05-25T11:36:39.848625+00:00,daily,php
7,MlgmXyysd/Xiaomi-HyperOS-BootLoader-Bypass,MlgmXyysd,A PoC that exploits a vulnerability to bypass the Xiaomi HyperOS community restrictions of BootLoader unlocked account bindings.,PHP,4632,3,454,,https://github.com/MlgmXyysd/Xiaomi-HyperOS-BootLoader-Bypass,2026-05-25T11:36:39.849461+00:00,daily,php
8,cedar2025/Xboard,cedar2025,High-performance panel based on V2board secondary development supporting new protocols and new features,PHP,4311,12,1209,,https://github.com/cedar2025/Xboard,2026-05-25T11:36:39.850664+00:00,daily,php
9,kmackay/micro-ecc,kmackay,"ECDH and ECDSA for 8-bit, 32-bit, and 64-bit processors.",PHP,1406,1,499,,https://github.com/kmackay/micro-ecc,2026-05-25T11:36:39.851351+00:00,daily,php
10,woocommerce/woocommerce,woocommerce,"A customizable, open-source ecommerce platform built on WordPress. Build any commerce solution you can imagine.",PHP,10309,2,10695,,https://github.com/woocommerce/woocommerce,2026-05-25T11:36:39.851989+00:00,daily,php
11,paragonie/random_compat,paragonie,PHP 5.x support for random_bytes() and random_int(),PHP,8165,1,149,,https://github.com/paragonie/random_compat,2026-05-25T11:36:39.852744+00:00,daily,php
12,dflydev/dflydev-dot-access-data,dflydev,"Given a deep data structure representing a configuration, access configuration by dot notation.",PHP,720,0,19,,https://github.com/dflydev/dflydev-dot-access-data,2026-05-25T11:36:39.853506+00:00,daily,php
13,doctrine/common,doctrine,Doctrine Common,PHP,5811,0,287,,https://github.com/doctrine/common,2026-05-25T11:36:39.854403+00:00,daily,php
14,Dolibarr/dolibarr,Dolibarr,"Dolibarr ERP CRM is a modern software package to manage your company or foundation's activity (contacts, suppliers, invoices, orders, stocks, agenda, accounting, ...). it's an open source Web application (written in PHP) designed for businesses of any sizes, foundations and freelancers.",PHP,7246,8,3384,,https://github.com/Dolibarr/dolibarr,2026-05-25T11:36:39.855260+00:00,daily,php
15,egulias/EmailValidator,egulias,PHP Email address validator,PHP,11640,0,228,,https://github.com/egulias/EmailValidator,2026-05-25T11:36:39.856019+00:00,daily,php
16,bobthecow/psysh,bobthecow,A REPL for PHP,PHP,9826,0,316,,https://github.com/bobthecow/psysh,2026-05-25T11:36:39.856765+00:00,daily,php
