rank,name,owner,description,language,stars,stars_since,forks,topics,url,crawl_time,since,page
2,cactus-compute/cactus,cactus-compute,Low-latency AI engine for mobile devices & wearables,C,5078,292,403,,https://github.com/cactus-compute/cactus,2026-05-18T08:35:01.077893+00:00,weekly,c
3,mit-pdos/xv6-riscv,mit-pdos,Xv6 for RISC-V,C,9764,175,3982,,https://github.com/mit-pdos/xv6-riscv,2026-05-18T08:35:01.078471+00:00,weekly,c
4,nginx/nginx,nginx,The official NGINX Open Source repository.,C,30382,147,7911,,https://github.com/nginx/nginx,2026-05-18T08:35:01.078834+00:00,weekly,c
5,DavidXanatos/TaskExplorer,DavidXanatos,Power full Task Manager,C,3579,174,282,,https://github.com/DavidXanatos/TaskExplorer,2026-05-18T08:35:01.079158+00:00,weekly,c
6,curl/curl,curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, MQTTS, POP3, POP3S, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",C,41900,152,7203,,https://github.com/curl/curl,2026-05-18T08:35:01.079525+00:00,weekly,c
7,HansKristian-Work/vkd3d-proton,HansKristian-Work,Fork of VKD3D. Development branches for Proton's Direct3D 12 implementation.,C,2751,40,286,,https://github.com/HansKristian-Work/vkd3d-proton,2026-05-18T08:35:01.079837+00:00,weekly,c
8,microsoft/mimalloc,microsoft,mimalloc is a compact general purpose allocator with excellent performance.,C,12894,101,1102,,https://github.com/microsoft/mimalloc,2026-05-18T08:35:01.080186+00:00,weekly,c
9,uber/h3,uber,Hexagonal hierarchical geospatial indexing system,C,6261,31,577,,https://github.com/uber/h3,2026-05-18T08:35:01.080715+00:00,weekly,c
10,telekom-security/tpotce,telekom-security,🍯 T-Pot - The All In One Multi Honeypot Platform 🐝,C,9212,77,1363,,https://github.com/telekom-security/tpotce,2026-05-18T08:35:01.081295+00:00,weekly,c
11,redis/redis,redis,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine.",C,74404,156,24628,,https://github.com/redis/redis,2026-05-18T08:35:01.081657+00:00,weekly,c
12,OISF/suricata,OISF,"Suricata is a network Intrusion Detection System, Intrusion Prevention System and Network Security Monitoring engine developed by the OISF and the Suricata community.",C,6303,54,1713,,https://github.com/OISF/suricata,2026-05-18T08:35:01.081983+00:00,weekly,c
13,dorianborian/sesame-robot,dorianborian,An open and affordable mini quadruped robot based on ESP32.,C,2329,293,307,,https://github.com/dorianborian/sesame-robot,2026-05-18T08:35:01.082345+00:00,weekly,c
14,valkey-io/valkey,valkey-io,A flexible distributed key-value database that is optimized for caching and other realtime workloads.,C,25801,91,1141,,https://github.com/valkey-io/valkey,2026-05-18T08:35:01.082669+00:00,weekly,c
15,openzfs/zfs,openzfs,OpenZFS on Linux and FreeBSD,C,12207,23,1992,,https://github.com/openzfs/zfs,2026-05-18T08:35:01.082980+00:00,weekly,c
16,eclipse-mosquitto/mosquitto,eclipse-mosquitto,Eclipse Mosquitto - An open source MQTT broker,C,10895,32,2605,,https://github.com/eclipse-mosquitto/mosquitto,2026-05-18T08:35:01.083285+00:00,weekly,c
17,robertdavidgraham/masscan,robertdavidgraham,"TCP port scanner, spews SYN packets asynchronously, scanning entire Internet in under 5 minutes.",C,25696,105,3209,,https://github.com/robertdavidgraham/masscan,2026-05-18T08:35:01.083618+00:00,weekly,c
3,basecamp/omarchy,basecamp,"Beautiful, Modern & Opinionated Linux",Shell,23060,322,2310,,https://github.com/basecamp/omarchy,2026-05-18T08:35:05.116655+00:00,weekly,shell
4,kanshurichard/enableAppleAI,kanshurichard,"Enable Apple Intelligence on Macs sold in Mainland China with SIP enabled, for version between MacOS 15.4.1+ and 26.5 beta3",Shell,3880,75,186,,https://github.com/kanshurichard/enableAppleAI,2026-05-18T08:35:05.116983+00:00,weekly,shell
5,1N3/Sn1per,1N3,Attack Surface Management Platform,Shell,10007,217,2073,,https://github.com/1N3/Sn1per,2026-05-18T08:35:05.117281+00:00,weekly,shell
6,Owl-Listener/designer-skills,Owl-Listener,"Designer Skills Collection: agentic skills, commands, and plugins for design — from research to systems, UI, interaction, and delivery.",Shell,1304,321,230,,https://github.com/Owl-Listener/designer-skills,2026-05-18T08:35:05.117567+00:00,weekly,shell
7,HyDE-Project/HyDE,HyDE-Project,"HyDE, your Development Environment 🖥️💻",Shell,9042,92,620,,https://github.com/HyDE-Project/HyDE,2026-05-18T08:35:05.117860+00:00,weekly,shell
8,youngyangyang04/leetcode-master,youngyangyang04,《代码随想录》LeetCode 刷题攻略：200道经典题目刷题顺序，共60w字的详细图解，视频难点剖析，50余张思维导图，支持C++，Java，Python，Go，JavaScript等多语言版本，从此算法学习不再迷茫！🔥🔥 来看看，你会发现相见恨晚！🚀,Shell,61432,107,12337,,https://github.com/youngyangyang04/leetcode-master,2026-05-18T08:35:05.118154+00:00,weekly,shell
9,linux-surface/linux-surface,linux-surface,Linux Kernel for Surface Devices,Shell,7272,38,324,,https://github.com/linux-surface/linux-surface,2026-05-18T08:35:05.118439+00:00,weekly,shell
10,github/copilot-cli,github,GitHub Copilot CLI brings the power of Copilot coding agent directly to your terminal.,Shell,10510,110,1494,,https://github.com/github/copilot-cli,2026-05-18T08:35:05.118720+00:00,weekly,shell
1,steipete/CodexBar,steipete,"Show usage stats for OpenAI Codex and Claude Code, without having to login.",Swift,12663,651,989,,https://github.com/steipete/CodexBar,2026-05-18T08:35:10.763638+00:00,weekly,swift
2,supertone-inc/supertonic,supertone-inc,"Lightning-Fast, On-Device, Multilingual TTS — running natively via ONNX.",Swift,7841,4565,808,,https://github.com/supertone-inc/supertonic,2026-05-18T08:35:10.764331+00:00,weekly,swift
3,stonerl/Thaw,stonerl,Menu bar manager for macOS 26,Swift,5886,558,132,,https://github.com/stonerl/Thaw,2026-05-18T08:35:10.764847+00:00,weekly,swift
4,permissionlesstech/bitchat,permissionlesstech,"bluetooth mesh chat, IRC vibes",Swift,25925,128,2470,,https://github.com/permissionlesstech/bitchat,2026-05-18T08:35:10.765337+00:00,weekly,swift
5,Clipy/Clipy,Clipy,Clipboard extension app for macOS.,Swift,8531,20,787,,https://github.com/Clipy/Clipy,2026-05-18T08:35:10.765852+00:00,weekly,swift
6,Lakr233/vphone-cli,Lakr233,,Swift,6308,289,945,,https://github.com/Lakr233/vphone-cli,2026-05-18T08:35:10.766315+00:00,weekly,swift
7,whoeevee/EeveeSpotifyReborn,whoeevee,A tweak to enhance Spotify experience,Swift,2299,27,10544,,https://github.com/whoeevee/EeveeSpotifyReborn,2026-05-18T08:35:10.766787+00:00,weekly,swift
8,manaflow-ai/cmux,manaflow-ai,Ghostty-based macOS terminal with vertical tabs and notifications for AI coding agents,Swift,17279,604,1350,,https://github.com/manaflow-ai/cmux,2026-05-18T08:35:10.767257+00:00,weekly,swift
9,argmaxinc/argmax-oss-swift,argmaxinc,On-device Speech AI for Apple Silicon,Swift,6127,58,559,,https://github.com/argmaxinc/argmax-oss-swift,2026-05-18T08:35:10.767722+00:00,weekly,swift
10,minh-ton/reynard-browser,minh-ton,An experimental Gecko-based web browser for iOS 14+.,Swift,611,86,49,,https://github.com/minh-ton/reynard-browser,2026-05-18T08:35:10.768253+00:00,weekly,swift
11,MonitorControl/MonitorControl,MonitorControl,🖥 Control your display's brightness & volume on your Mac as if it was a native Apple Display. Use Apple Keyboard keys or custom shortcuts. Shows the native macOS OSDs.,Swift,33204,67,968,,https://github.com/MonitorControl/MonitorControl,2026-05-18T08:35:10.768742+00:00,weekly,swift
12,Meeep1/EeveeSpotifyRevivedPublic,Meeep1,,Swift,638,18,1185,,https://github.com/Meeep1/EeveeSpotifyRevivedPublic,2026-05-18T08:35:10.769364+00:00,weekly,swift
13,MrKai77/Loop,MrKai77,Window management made elegant.,Swift,10739,105,236,,https://github.com/MrKai77/Loop,2026-05-18T08:35:10.769932+00:00,weekly,swift
14,pHequals7/muesli,pHequals7,Muesli - local meeting transcription + dictation for macOS (Granola + WisprFlow alternative),Swift,465,264,37,,https://github.com/pHequals7/muesli,2026-05-18T08:35:10.770492+00:00,weekly,swift
15,p0deje/Maccy,p0deje,Lightweight clipboard manager for macOS,Swift,19899,119,954,,https://github.com/p0deje/Maccy,2026-05-18T08:35:10.771154+00:00,weekly,swift
16,LoopKit/Loop,LoopKit,"An automated insulin delivery app for iOS, built on LoopKit",Swift,1680,1,1401,,https://github.com/LoopKit/Loop,2026-05-18T08:35:10.771734+00:00,weekly,swift
17,facebook/idb,facebook,idb is a flexible command line interface for automating iOS simulators and devices,Swift,5070,24,492,,https://github.com/facebook/idb,2026-05-18T08:35:10.772244+00:00,weekly,swift
1,aniyomiorg/aniyomi,aniyomiorg,An app for manga and anime,Kotlin,7310,40,576,,https://github.com/aniyomiorg/aniyomi,2026-05-18T08:35:15.112219+00:00,weekly,kotlin
2,bitwarden/android,bitwarden,Bitwarden mobile apps (Password Manager and Authenticator) for Android.,Kotlin,8841,45,968,,https://github.com/bitwarden/android,2026-05-18T08:35:15.112761+00:00,weekly,kotlin
3,utkarshdalal/GameNative,utkarshdalal,"Native PC gaming with Steam, Epic, GOG and Amazon integrations on Android",Kotlin,7016,980,268,,https://github.com/utkarshdalal/GameNative,2026-05-18T08:35:15.113285+00:00,weekly,kotlin
4,tiann/KernelSU,tiann,A Kernel based root solution for Android,Kotlin,16480,174,3456,,https://github.com/tiann/KernelSU,2026-05-18T08:35:15.113783+00:00,weekly,kotlin
5,EchoMusicApp/Echo-Music,EchoMusicApp,"A modern YouTube Music Client for Android with an ad-free experience, synced lyrics, and offline playback.",Kotlin,1013,92,47,,https://github.com/EchoMusicApp/Echo-Music,2026-05-18T08:35:15.114298+00:00,weekly,kotlin
6,LanRhyme/MicYou,LanRhyme,MicYou is a powerful tool that turns your Android device into a high-quality wireless microphone for your PC.,Kotlin,2263,243,103,,https://github.com/LanRhyme/MicYou,2026-05-18T08:35:15.114865+00:00,weekly,kotlin
7,WinNative-Emu/WinNative,WinNative-Emu,In Development,Kotlin,243,120,32,,https://github.com/WinNative-Emu/WinNative,2026-05-18T08:35:15.115568+00:00,weekly,kotlin
8,jay3-yy/BiliPai,jay3-yy,原生、纯净、可扩展 —— 重新定义你的 B 站体验,Kotlin,2763,174,103,,https://github.com/jay3-yy/BiliPai,2026-05-18T08:35:15.116205+00:00,weekly,kotlin
9,yuzono/anime-extensions,yuzono,,Kotlin,181,38,67,,https://github.com/yuzono/anime-extensions,2026-05-18T08:35:15.116704+00:00,weekly,kotlin
10,maxrave-dev/SimpMusic,maxrave-dev,A cross-platform music app using YouTube Music for backend,Kotlin,9155,106,422,,https://github.com/maxrave-dev/SimpMusic,2026-05-18T08:35:15.117245+00:00,weekly,kotlin
11,topjohnwu/Magisk,topjohnwu,The Magic Mask for Android,Kotlin,60497,173,17471,,https://github.com/topjohnwu/Magisk,2026-05-18T08:35:15.117746+00:00,weekly,kotlin
12,2dust/v2rayNG,2dust,"A V2Ray client for Android, support Xray core and v2fly core",Kotlin,56306,511,7424,,https://github.com/2dust/v2rayNG,2026-05-18T08:35:15.118231+00:00,weekly,kotlin
13,ReVanced/revanced-manager,ReVanced,💊 Application to use ReVanced on Android,Kotlin,27886,151,1081,,https://github.com/ReVanced/revanced-manager,2026-05-18T08:35:15.118712+00:00,weekly,kotlin
14,gkd-kit/gkd,gkd-kit,"基于无障碍，高级选择器，订阅规则的自定义屏幕点击安卓应用 | An Android APP with custom screen tapping based on Accessibility, Advanced Selectors, and Subscription Rules",Kotlin,38659,261,1842,,https://github.com/gkd-kit/gkd,2026-05-18T08:35:15.119226+00:00,weekly,kotlin
15,rikkahub/rikkahub,rikkahub,RikkaHub is an Android APP that supports for multiple LLM providers.,Kotlin,4627,169,309,,https://github.com/rikkahub/rikkahub,2026-05-18T08:35:15.119702+00:00,weekly,kotlin
16,kododake/AABrowser,kododake,Android Auto WEB Browser,Kotlin,159,12,35,,https://github.com/kododake/AABrowser,2026-05-18T08:35:15.120169+00:00,weekly,kotlin
1,instructure/canvas-lms,instructure,"The open LMS by Instructure, Inc.",Ruby,6643,21,2958,,https://github.com/instructure/canvas-lms,2026-05-18T08:35:22.169150+00:00,weekly,ruby
2,rapid7/metasploit-framework,rapid7,Metasploit Framework,Ruby,38201,71,14857,,https://github.com/rapid7/metasploit-framework,2026-05-18T08:35:22.169709+00:00,weekly,ruby
3,clacky-ai/openclacky,clacky-ai,The most Token-efficient open-source AI Agent,Ruby,486,175,32,,https://github.com/clacky-ai/openclacky,2026-05-18T08:35:22.170201+00:00,weekly,ruby
4,freeCodeCamp/devdocs,freeCodeCamp,API Documentation Browser,Ruby,38925,98,2601,,https://github.com/freeCodeCamp/devdocs,2026-05-18T08:35:22.170880+00:00,weekly,ruby
5,github/choosealicense.com,github,A site to provide non-judgmental guidance on choosing a license for your open source project,Ruby,4119,6,1570,,https://github.com/github/choosealicense.com,2026-05-18T08:35:22.171438+00:00,weekly,ruby
6,github-linguist/linguist,github-linguist,"Language Savant. If your repository's language is being reported incorrectly, send us a pull request!",Ruby,13472,19,5172,,https://github.com/github-linguist/linguist,2026-05-18T08:35:22.171972+00:00,weekly,ruby
7,postalserver/postal,postalserver,📮 A fully featured open source mail delivery platform for incoming & outgoing e-mail,Ruby,16528,23,1237,,https://github.com/postalserver/postal,2026-05-18T08:35:22.172468+00:00,weekly,ruby
8,Homebrew/brew,Homebrew,🍺 The missing package manager for macOS (or Linux),Ruby,48055,117,11122,,https://github.com/Homebrew/brew,2026-05-18T08:35:22.173016+00:00,weekly,ruby
9,crmne/ruby_llm,crmne,"One beautiful Ruby API for OpenAI, Anthropic, Gemini, Bedrock, Azure, OpenRouter, DeepSeek, Ollama, VertexAI, Perplexity, Mistral, xAI, GPUStack & OpenAI compatible APIs. Agents, Chat, Vision, Audio, PDF, Images, Embeddings, Tools, Streaming & Rails integration.",Ruby,3925,18,445,,https://github.com/crmne/ruby_llm,2026-05-18T08:35:22.173520+00:00,weekly,ruby
10,chatwoot/chatwoot,chatwoot,"Open-source live-chat, email support, omni-channel desk. An alternative to Intercom, Zendesk, Salesforce Service Cloud etc. 🔥💬",Ruby,29440,276,7275,,https://github.com/chatwoot/chatwoot,2026-05-18T08:35:22.174010+00:00,weekly,ruby
11,github/explore,github,Community-curated topic and collection pages on GitHub,Ruby,4753,13,14217,,https://github.com/github/explore,2026-05-18T08:35:22.174478+00:00,weekly,ruby
12,jekyll/jekyll,jekyll,🌐 Jekyll is a blog-aware static site generator in Ruby,Ruby,51424,33,10289,,https://github.com/jekyll/jekyll,2026-05-18T08:35:22.174946+00:00,weekly,ruby
13,dependabot/dependabot-core,dependabot,🤖 Dependabot's core logic for creating update PRs.,Ruby,5591,17,1389,,https://github.com/dependabot/dependabot-core,2026-05-18T08:35:22.175409+00:00,weekly,ruby
14,decidim/decidim,decidim,The participatory democracy framework. A generator and multiple gems made with Ruby on Rails,Ruby,1751,4,469,,https://github.com/decidim/decidim,2026-05-18T08:35:22.175880+00:00,weekly,ruby
15,otwcode/otwarchive,otwcode,The Organization for Transformative Works (OTW) - Archive Of Our Own (AO3) Project,Ruby,2067,15,786,,https://github.com/otwcode/otwarchive,2026-05-18T08:35:22.176373+00:00,weekly,ruby
16,kilimchoi/engineering-blogs,kilimchoi,A curated list of engineering blogs,Ruby,38131,104,2010,,https://github.com/kilimchoi/engineering-blogs,2026-05-18T08:35:22.176842+00:00,weekly,ruby
17,mastodon/mastodon,mastodon,"Your self-hosted, globally interconnected microblogging community",Ruby,49956,42,7440,,https://github.com/mastodon/mastodon,2026-05-18T08:35:22.177323+00:00,weekly,ruby
18,antiwork/gumroad,antiwork,Sell stuff and see what sticks,Ruby,9090,40,1917,,https://github.com/antiwork/gumroad,2026-05-18T08:35:22.177790+00:00,weekly,ruby
19,sstephenson/global_phone,sstephenson,"Parse, validate, and format phone numbers in Ruby using Google's libphonenumber database",Ruby,548,0,104,,https://github.com/sstephenson/global_phone,2026-05-18T08:35:22.178242+00:00,weekly,ruby
20,rubysec/ruby-advisory-db,rubysec,A database of vulnerable Ruby Gems,Ruby,1060,0,232,,https://github.com/rubysec/ruby-advisory-db,2026-05-18T08:35:22.178692+00:00,weekly,ruby
21,github/entitlements-gitrepo-auditor-plugin,github,Entitlements plugin for a robust audit log,Ruby,25,1,4,,https://github.com/github/entitlements-gitrepo-auditor-plugin,2026-05-18T08:35:22.179149+00:00,weekly,ruby
1,iOfficeAI/OfficeCLI,iOfficeAI,"OfficeCLI is the first and best Office suite purpose-built for AI agents to read, edit, and automate Word, Excel, and PowerPoint files. Free, open-source, single binary, no Office installation required.",C#,4588,707,383,,https://github.com/iOfficeAI/OfficeCLI,2026-05-18T08:35:25.878165+00:00,weekly,c%23
2,files-community/Files,files-community,A modern file manager that helps users organize their files and folders.,C#,43538,251,2726,,https://github.com/files-community/Files,2026-05-18T08:35:25.878719+00:00,weekly,c%23
3,huynhsontung/Screenbox,huynhsontung,LibVLC-based media player for the Universal Windows Platform,C#,3722,254,167,,https://github.com/huynhsontung/Screenbox,2026-05-18T08:35:25.879220+00:00,weekly,c%23
4,2dust/v2rayN,2dust,"A GUI client for Windows, Linux and macOS, support Xray and sing-box and others",C#,105956,859,15042,,https://github.com/2dust/v2rayN,2026-05-18T08:35:25.879717+00:00,weekly,c%23
5,LorisYounger/VPet,LorisYounger,"虚拟桌宠模拟器 一个开源的桌宠软件, 可以内置到任何WPF应用程序",C#,6181,99,613,,https://github.com/LorisYounger/VPet,2026-05-18T08:35:25.880199+00:00,weekly,c%23
6,Tyrrrz/YoutubeDownloader,Tyrrrz,Downloads videos and playlists from YouTube,C#,15019,97,1967,,https://github.com/Tyrrrz/YoutubeDownloader,2026-05-18T08:35:25.880694+00:00,weekly,c%23
7,abpframework/abp,abpframework,"Open-source web application framework for ASP.NET Core! Offers an opinionated architecture to build enterprise software solutions with best practices on top of the .NET. Provides the fundamental infrastructure, cross-cutting-concern implementations, startup templates, application modules, UI themes, tooling and documentation.",C#,14255,11,3694,,https://github.com/abpframework/abp,2026-05-18T08:35:25.881161+00:00,weekly,c%23
8,SubtitleEdit/subtitleedit,SubtitleEdit,the subtitle editor :),C#,12885,64,1208,,https://github.com/SubtitleEdit/subtitleedit,2026-05-18T08:35:25.881655+00:00,weekly,c%23
9,AvaloniaUI/Avalonia,AvaloniaUI,"Develop Desktop, Embedded, Mobile and WebAssembly apps with C# and XAML. The future of .NET UI",C#,30814,75,2693,,https://github.com/AvaloniaUI/Avalonia,2026-05-18T08:35:25.882135+00:00,weekly,c%23
10,QL-Win/QuickLook,QL-Win,Bring macOS “Quick Look” feature to Windows,C#,23418,109,1252,,https://github.com/QL-Win/QuickLook,2026-05-18T08:35:25.882605+00:00,weekly,c%23
11,DevToys-app/DevToys,DevToys-app,A Swiss Army knife for developers.,C#,31529,70,1751,,https://github.com/DevToys-app/DevToys,2026-05-18T08:35:25.883063+00:00,weekly,c%23
12,seerge/g-helper,seerge,"Lightweight Armoury Crate alternative for Asus laptops with nearly the same functionality. Works with ROG Zephyrus, Flow, TUF, Strix, Scar, ProArt, Vivobook, Zenbook, Expertbook, ROG Ally, and many more.",C#,13200,127,484,,https://github.com/seerge/g-helper,2026-05-18T08:35:25.883530+00:00,weekly,c%23
13,bitwarden/server,bitwarden,"Bitwarden infrastructure/backend (API, database, Docker, etc).",C#,18608,42,1587,,https://github.com/bitwarden/server,2026-05-18T08:35:25.884024+00:00,weekly,c%23
14,thebookisclosed/ViVe,thebookisclosed,C# library and console app for using new feature control APIs available in Windows 10 version 2004 and newer,C#,7018,76,356,,https://github.com/thebookisclosed/ViVe,2026-05-18T08:35:25.884483+00:00,weekly,c%23
15,BigheadSMZ/Zelda-LA-DX-HD-Updated,BigheadSMZ,"Windows, Android, and Linux ports of TLoZ: LADXHD updated via a patcher.",C#,775,24,32,,https://github.com/BigheadSMZ/Zelda-LA-DX-HD-Updated,2026-05-18T08:35:25.884947+00:00,weekly,c%23
16,microsoft/garnet,microsoft,"Garnet is a remote cache-store from Microsoft Research that offers strong performance (throughput and latency), scalability, storage, recovery, cluster sharding, key migration, and replication features. Garnet can work with existing Redis clients.",C#,11826,12,662,,https://github.com/microsoft/garnet,2026-05-18T08:35:25.885412+00:00,weekly,c%23
17,ScottPlot/ScottPlot,ScottPlot,Interactive plotting library for .NET,C#,6580,25,1000,,https://github.com/ScottPlot/ScottPlot,2026-05-18T08:35:25.885892+00:00,weekly,c%23
1,coollabsio/coolify,coollabsio,"An open-source, self-hostable PaaS alternative to Vercel, Heroku & Netlify that lets you easily deploy static sites, databases, full-stack applications and 280+ one-click services on your own servers.",PHP,55469,593,4541,,https://github.com/coollabsio/coolify,2026-05-18T08:35:31.229596+00:00,weekly,php
2,FreshRSS/FreshRSS,FreshRSS,"A free, self-hostable news aggregator…",PHP,15048,83,1174,,https://github.com/FreshRSS/FreshRSS,2026-05-18T08:35:31.230255+00:00,weekly,php
3,nextcloud/server,nextcloud,"☁️ Nextcloud server, a safe home for all your data",PHP,35020,179,4878,,https://github.com/nextcloud/server,2026-05-18T08:35:31.230782+00:00,weekly,php
4,mautic/mautic,mautic,Mautic: Open Source Marketing Automation Software.,PHP,9693,99,3286,,https://github.com/mautic/mautic,2026-05-18T08:35:31.231332+00:00,weekly,php
5,PrestaShop/PrestaShop,PrestaShop,PrestaShop is the universal open-source software platform to build your e-commerce solution.,PHP,9077,11,5035,,https://github.com/PrestaShop/PrestaShop,2026-05-18T08:35:31.231906+00:00,weekly,php
6,WordPress/mcp-adapter,WordPress,"An MCP adapter that bridges the Abilities API to the Model Context Protocol, enabling MCP clients to discover and invoke WordPress plugin, theme, and core abilities programmatically.",PHP,1090,50,126,,https://github.com/WordPress/mcp-adapter,2026-05-18T08:35:31.232774+00:00,weekly,php
7,composer/composer,composer,Dependency Manager for PHP,PHP,29414,21,4791,,https://github.com/composer/composer,2026-05-18T08:35:31.233367+00:00,weekly,php
8,danielmiessler/SecLists,danielmiessler,"SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more.",PHP,70978,179,25009,,https://github.com/danielmiessler/SecLists,2026-05-18T08:35:31.234019+00:00,weekly,php
9,grokability/snipe-it,grokability,A free open source IT asset/license management system,PHP,13789,26,3833,,https://github.com/grokability/snipe-it,2026-05-18T08:35:31.234648+00:00,weekly,php
10,shopware/shopware,shopware,Shopware 6 is an open commerce platform based on Symfony Framework and Vue and supported by a worldwide community and more than 3.100 community extensions,PHP,3345,9,1172,,https://github.com/shopware/shopware,2026-05-18T08:35:31.235596+00:00,weekly,php
11,pestphp/pest,pestphp,"Pest is an elegant PHP testing Framework with a focus on simplicity, meticulously designed to bring back the joy of testing in PHP.",PHP,11485,28,472,,https://github.com/pestphp/pest,2026-05-18T08:35:31.236223+00:00,weekly,php
12,cedar2025/Xboard,cedar2025,High-performance panel based on V2board secondary development supporting new protocols and new features,PHP,4277,50,1189,,https://github.com/cedar2025/Xboard,2026-05-18T08:35:31.236794+00:00,weekly,php
13,woocommerce/woocommerce,woocommerce,"A customizable, open-source ecommerce platform built on WordPress. Build any commerce solution you can imagine.",PHP,10299,16,10694,,https://github.com/woocommerce/woocommerce,2026-05-18T08:35:31.237400+00:00,weekly,php
14,googleapis/google-api-php-client,googleapis,A PHP client library for accessing Google APIs,PHP,9783,8,3551,,https://github.com/googleapis/google-api-php-client,2026-05-18T08:35:31.237938+00:00,weekly,php
15,nextcloud/all-in-one,nextcloud,📦 The official Nextcloud installation method. Provides easy deployment and maintenance with most features included in this one Nextcloud instance.,PHP,9739,58,1032,,https://github.com/nextcloud/all-in-one,2026-05-18T08:35:31.238513+00:00,weekly,php
16,KhronosGroup/glTF-Sample-Assets,KhronosGroup,An assortment of assets that demonstrate features and capabilities of the glTF format,PHP,938,13,88,,https://github.com/KhronosGroup/glTF-Sample-Assets,2026-05-18T08:35:31.239100+00:00,weekly,php
17,PHPMailer/PHPMailer,PHPMailer,The classic email sending library for PHP,PHP,22134,13,9835,,https://github.com/PHPMailer/PHPMailer,2026-05-18T08:35:31.239661+00:00,weekly,php
18,koel/koel,koel,Music streaming solution that works.,PHP,17140,17,2100,,https://github.com/koel/koel,2026-05-18T08:35:31.240517+00:00,weekly,php
