rank,name,owner,description,language,stars,stars_since,forks,topics,url,crawl_time,since,page
9,supertone-inc/supertonic,supertone-inc,"Lightning-Fast, On-Device, Multilingual TTS — running natively via ONNX.",Swift,7841,4657,808,,https://github.com/supertone-inc/supertonic,2026-05-18T08:36:25.443043+00:00,monthly,swift
10,jordanbaird/Ice,jordanbaird,Powerful menu bar manager for macOS,Swift,27993,715,717,,https://github.com/jordanbaird/Ice,2026-05-18T08:36:25.443340+00:00,monthly,swift
11,zachlatta/freeflow,zachlatta,Free & fast alternative to Wispr Flow,Swift,1685,367,139,,https://github.com/zachlatta/freeflow,2026-05-18T08:36:25.443636+00:00,monthly,swift
12,ejbills/DockDoor,ejbills,"Window peeking, alt-tab and other enhancements for macOS",Swift,4976,481,153,,https://github.com/ejbills/DockDoor,2026-05-18T08:36:25.443943+00:00,monthly,swift
13,ronitsingh10/FineTune,ronitsingh10,"FineTune, a macOS menu bar app for per-app volume control, multi-device output, audio routing, and 10-band EQ. Free and open-source alternative to SoundSource.",Swift,7013,1311,225,,https://github.com/ronitsingh10/FineTune,2026-05-18T08:36:25.444238+00:00,monthly,swift
14,coteditor/CotEditor,coteditor,Lightweight Plain Text Editor for macOS,Swift,8040,225,502,,https://github.com/coteditor/CotEditor,2026-05-18T08:36:25.444531+00:00,monthly,swift
15,github/CopilotForXcode,github,AI coding assistant for Xcode,Swift,6086,115,1863,,https://github.com/github/CopilotForXcode,2026-05-18T08:36:25.444828+00:00,monthly,swift
16,DebugSwift/DebugSwift,DebugSwift,A toolkit to make debugging iOS applications easier 🚀,Swift,2231,356,195,,https://github.com/DebugSwift/DebugSwift,2026-05-18T08:36:25.445128+00:00,monthly,swift
17,kitlangton/Hex,kitlangton,VOICE → WORDS,Swift,2108,495,149,,https://github.com/kitlangton/Hex,2026-05-18T08:36:25.445431+00:00,monthly,swift
18,Clipy/Clipy,Clipy,Clipboard extension app for macOS.,Swift,8531,73,787,,https://github.com/Clipy/Clipy,2026-05-18T08:36:25.445723+00:00,monthly,swift
1,bannedbook/fanqiang,bannedbook,翻墙-科学上网,Kotlin,45532,2426,7908,,https://github.com/bannedbook/fanqiang,2026-05-18T08:36:29.134100+00:00,monthly,kotlin
2,2dust/v2rayNG,2dust,"A V2Ray client for Android, support Xray core and v2fly core",Kotlin,56306,2255,7424,,https://github.com/2dust/v2rayNG,2026-05-18T08:36:29.134453+00:00,monthly,kotlin
3,koiverse/ArchiveTune,koiverse,The Cutest Material 3 Expressive Music Player With Support Local File and Youtube Music for Android.,Kotlin,1924,604,62,,https://github.com/koiverse/ArchiveTune,2026-05-18T08:36:29.134763+00:00,monthly,kotlin
4,amir1376/ab-download-manager,amir1376,A Download Manager that speeds up your downloads,Kotlin,15518,1176,816,,https://github.com/amir1376/ab-download-manager,2026-05-18T08:36:29.135151+00:00,monthly,kotlin
5,JunkFood02/Seal,JunkFood02,"🦭 Video/Audio Downloader for Android, based on yt-dlp",Kotlin,26279,652,1179,,https://github.com/JunkFood02/Seal,2026-05-18T08:36:29.135506+00:00,monthly,kotlin
6,ZalithLauncher/ZalithLauncher2,ZalithLauncher,A Minecraft: Java Edition Launcher for Android,Kotlin,1173,156,142,,https://github.com/ZalithLauncher/ZalithLauncher2,2026-05-18T08:36:29.135826+00:00,monthly,kotlin
7,bitwarden/android,bitwarden,Bitwarden mobile apps (Password Manager and Authenticator) for Android.,Kotlin,8841,165,968,,https://github.com/bitwarden/android,2026-05-18T08:36:29.136119+00:00,monthly,kotlin
8,SimonSchubert/Kai,SimonSchubert,OpenClaw alternative in your pocket,Kotlin,798,283,104,,https://github.com/SimonSchubert/Kai,2026-05-18T08:36:29.136410+00:00,monthly,kotlin
9,utkarshdalal/GameNative,utkarshdalal,"Native PC gaming with Steam, Epic, GOG and Amazon integrations on Android",Kotlin,7016,1711,268,,https://github.com/utkarshdalal/GameNative,2026-05-18T08:36:29.136705+00:00,monthly,kotlin
10,Ackites/Nrfr,Ackites,🌍 免 Root 的 SIM 卡国家码修改工具 | 解决国际漫游时的兼容性问题，帮助使用海外 SIM 卡获得更好的本地化体验，解锁运营商限制，突破区域限制,Kotlin,7563,434,593,,https://github.com/Ackites/Nrfr,2026-05-18T08:36:29.136975+00:00,monthly,kotlin
11,LanRhyme/MicYou,LanRhyme,MicYou is a powerful tool that turns your Android device into a high-quality wireless microphone for your PC.,Kotlin,2263,1175,103,,https://github.com/LanRhyme/MicYou,2026-05-18T08:36:29.137270+00:00,monthly,kotlin
12,libre-tube/LibreTube,libre-tube,"An alternative frontend for YouTube, for Android.",Kotlin,11896,216,601,,https://github.com/libre-tube/LibreTube,2026-05-18T08:36:29.137554+00:00,monthly,kotlin
13,iamgio/quarkdown,iamgio,"🪐 Markdown with superpowers: from ideas to papers, presentations, websites, books, and knowledge bases.",Kotlin,14021,3618,385,,https://github.com/iamgio/quarkdown,2026-05-18T08:36:29.137846+00:00,monthly,kotlin
14,Arturo254/OpenTune,Arturo254,"Un cliente de YouTube Music con Material Design 3, para Android",Kotlin,1515,178,123,,https://github.com/Arturo254/OpenTune,2026-05-18T08:36:29.138126+00:00,monthly,kotlin
15,RikkaApps/Shizuku,RikkaApps,Using system APIs directly with adb/root privileges from normal apps through a Java process started with app_process.,Kotlin,25213,1087,2379,,https://github.com/RikkaApps/Shizuku,2026-05-18T08:36:29.138404+00:00,monthly,kotlin
16,breezy-weather/breezy-weather,breezy-weather,A feature-rich weather app with good visualizations and more than 50 sources.,Kotlin,10106,301,338,,https://github.com/breezy-weather/breezy-weather,2026-05-18T08:36:29.138688+00:00,monthly,kotlin
17,jay3-yy/BiliPai,jay3-yy,原生、纯净、可扩展 —— 重新定义你的 B 站体验,Kotlin,2763,507,103,,https://github.com/jay3-yy/BiliPai,2026-05-18T08:36:29.138966+00:00,monthly,kotlin
18,rikkahub/rikkahub,rikkahub,RikkaHub is an Android APP that supports for multiple LLM providers.,Kotlin,4627,681,309,,https://github.com/rikkahub/rikkahub,2026-05-18T08:36:29.139244+00:00,monthly,kotlin
19,AAswordman/Operit,AAswordman,The most powerful AI agent and AI chat software on Android/Operit是一款Android上能力最为强大、发展最久的AI Agent,Kotlin,4660,549,377,,https://github.com/AAswordman/Operit,2026-05-18T08:36:29.139522+00:00,monthly,kotlin
20,xororz/local-dream,xororz,Run Stable Diffusion on Android Devices with Snapdragon NPU acceleration. Also supports CPU/GPU inference.,Kotlin,2417,246,152,,https://github.com/xororz/local-dream,2026-05-18T08:36:29.139801+00:00,monthly,kotlin
21,embabel/embabel-agent,embabel,Agent framework for the JVM. Pronounced Em-BAY-bel /ɛmˈbeɪbəl/,Kotlin,3417,117,343,,https://github.com/embabel/embabel-agent,2026-05-18T08:36:29.140078+00:00,monthly,kotlin
22,SagerNet/sing-box-for-android,SagerNet,Experimental Android client for sing-box,Kotlin,1088,80,371,,https://github.com/SagerNet/sing-box-for-android,2026-05-18T08:36:29.140357+00:00,monthly,kotlin
1,docusealco/docuseal,docusealco,"Open source DocuSign alternative. Create, fill, and sign digital documents ✍️",Ruby,16694,4993,1541,,https://github.com/docusealco/docuseal,2026-05-18T08:36:35.008655+00:00,monthly,ruby
2,github/explore,github,Community-curated topic and collection pages on GitHub,Ruby,4753,39,14217,,https://github.com/github/explore,2026-05-18T08:36:35.009005+00:00,monthly,ruby
3,instructure/canvas-lms,instructure,"The open LMS by Instructure, Inc.",Ruby,6643,97,2958,,https://github.com/instructure/canvas-lms,2026-05-18T08:36:35.009440+00:00,monthly,ruby
4,Freika/dawarich,Freika,Your favorite self-hostable alternative to Google Timeline (Google Location History),Ruby,9042,386,300,,https://github.com/Freika/dawarich,2026-05-18T08:36:35.009785+00:00,monthly,ruby
5,rapid7/metasploit-framework,rapid7,Metasploit Framework,Ruby,38201,298,14857,,https://github.com/rapid7/metasploit-framework,2026-05-18T08:36:35.010102+00:00,monthly,ruby
6,ruby/ruby,ruby,The Ruby Programming Language,Ruby,23580,96,5591,,https://github.com/ruby/ruby,2026-05-18T08:36:35.010404+00:00,monthly,ruby
7,rails/rails,rails,Ruby on Rails,Ruby,58429,146,22234,,https://github.com/rails/rails,2026-05-18T08:36:35.010699+00:00,monthly,ruby
8,freeCodeCamp/devdocs,freeCodeCamp,API Documentation Browser,Ruby,38925,241,2601,,https://github.com/freeCodeCamp/devdocs,2026-05-18T08:36:35.010995+00:00,monthly,ruby
9,chatwoot/chatwoot,chatwoot,"Open-source live-chat, email support, omni-channel desk. An alternative to Intercom, Zendesk, Salesforce Service Cloud etc. 🔥💬",Ruby,29441,844,7275,,https://github.com/chatwoot/chatwoot,2026-05-18T08:36:35.011292+00:00,monthly,ruby
10,forem/forem,forem,For empowering community 🌱,Ruby,22697,56,4181,,https://github.com/forem/forem,2026-05-18T08:36:35.011587+00:00,monthly,ruby
11,antiwork/gumroad,antiwork,Sell stuff and see what sticks,Ruby,9090,203,1917,,https://github.com/antiwork/gumroad,2026-05-18T08:36:35.011878+00:00,monthly,ruby
12,github-linguist/linguist,github-linguist,"Language Savant. If your repository's language is being reported incorrectly, send us a pull request!",Ruby,13472,69,5172,,https://github.com/github-linguist/linguist,2026-05-18T08:36:35.012168+00:00,monthly,ruby
13,spree/spree,spree,"Open-source headless eCommerce platform with REST API, TypeScript SDK, and Next.js storefront for cross-border, B2B or marketplace eCommerce.",Ruby,15424,101,5260,,https://github.com/spree/spree,2026-05-18T08:36:35.012454+00:00,monthly,ruby
14,gitlabhq/gitlabhq,gitlabhq,GitLab CE Mirror | Please open new issues in our issue tracker on GitLab.com,Ruby,24337,51,5793,,https://github.com/gitlabhq/gitlabhq,2026-05-18T08:36:35.012734+00:00,monthly,ruby
15,Homebrew/homebrew-core,Homebrew,🍻 Default formulae for the missing package manager for macOS (or Linux),Ruby,15288,99,13538,,https://github.com/Homebrew/homebrew-core,2026-05-18T08:36:35.013031+00:00,monthly,ruby
16,discourse/discourse,discourse,"A platform for community discussion. Free, open, simple.",Ruby,47046,271,8915,,https://github.com/discourse/discourse,2026-05-18T08:36:35.013316+00:00,monthly,ruby
17,jekyll/jekyll,jekyll,🌐 Jekyll is a blog-aware static site generator in Ruby,Ruby,51424,152,10289,,https://github.com/jekyll/jekyll,2026-05-18T08:36:35.013609+00:00,monthly,ruby
18,Homebrew/brew,Homebrew,🍺 The missing package manager for macOS (or Linux),Ruby,48055,556,11122,,https://github.com/Homebrew/brew,2026-05-18T08:36:35.013901+00:00,monthly,ruby
19,postalserver/postal,postalserver,📮 A fully featured open source mail delivery platform for incoming & outgoing e-mail,Ruby,16528,89,1237,,https://github.com/postalserver/postal,2026-05-18T08:36:35.014193+00:00,monthly,ruby
20,opf/openproject,opf,OpenProject is the leading open source project management software.,Ruby,15097,283,3244,,https://github.com/opf/openproject,2026-05-18T08:36:35.014489+00:00,monthly,ruby
21,hashicorp/vagrant,hashicorp,Vagrant is a tool for building and distributing development environments.,Ruby,27131,82,4423,,https://github.com/hashicorp/vagrant,2026-05-18T08:36:35.014779+00:00,monthly,ruby
22,github/choosealicense.com,github,A site to provide non-judgmental guidance on choosing a license for your open source project,Ruby,4119,28,1570,,https://github.com/github/choosealicense.com,2026-05-18T08:36:35.015067+00:00,monthly,ruby
1,iOfficeAI/OfficeCLI,iOfficeAI,"OfficeCLI is the first and best Office suite purpose-built for AI agents to read, edit, and automate Word, Excel, and PowerPoint files. Free, open-source, single binary, no Office installation required.",C#,4588,2625,383,,https://github.com/iOfficeAI/OfficeCLI,2026-05-18T08:36:39.654276+00:00,monthly,c%23
2,PowerShell/PowerShell,PowerShell,PowerShell for every system!,C#,53476,1116,8317,,https://github.com/PowerShell/PowerShell,2026-05-18T08:36:39.654623+00:00,monthly,c%23
3,microsoft/PowerToys,microsoft,Microsoft PowerToys is a collection of utilities that supercharge productivity and customization on Windows,C#,133245,1700,7984,,https://github.com/microsoft/PowerToys,2026-05-18T08:36:39.654964+00:00,monthly,c%23
4,ShareX/ShareX,ShareX,"ShareX is a free and open-source application that enables users to capture or record any area of their screen with a single keystroke. It also supports uploading images, text, and various file types to a wide range of destinations.",C#,37568,1461,3741,,https://github.com/ShareX/ShareX,2026-05-18T08:36:39.655492+00:00,monthly,c%23
5,2dust/v2rayN,2dust,"A GUI client for Windows, Linux and macOS, support Xray and sing-box and others",C#,105956,3881,15042,,https://github.com/2dust/v2rayN,2026-05-18T08:36:39.655791+00:00,monthly,c%23
6,Facepunch/sbox-public,Facepunch,"s&box is a modern game engine, built on Valve's Source 2 and the latest .NET technology, it provides a modern intuitive editor for creating games",C#,6192,916,594,,https://github.com/Facepunch/sbox-public,2026-05-18T08:36:39.656079+00:00,monthly,c%23
7,ppy/osu,ppy,rhythm is just a *click* away!,C#,18351,199,2675,,https://github.com/ppy/osu,2026-05-18T08:36:39.656369+00:00,monthly,c%23
8,IvanMurzak/Unity-MCP,IvanMurzak,"AI Skills, MCP Tools, and CLI for Unity Engine. Full AI develop and test loop. Use cli for quick setup. Efficient token usage, advanced tools. Any C# method may be turned into a tool by a single line. Works with Claude Code, Gemini, Copilot, Cursor and any other absolutely for free.",C#,2784,615,259,,https://github.com/IvanMurzak/Unity-MCP,2026-05-18T08:36:39.656653+00:00,monthly,c%23
9,jellyfin/jellyfin,jellyfin,The Free Software Media System - Server Backend & API,C#,51671,1374,4801,,https://github.com/jellyfin/jellyfin,2026-05-18T08:36:39.656934+00:00,monthly,c%23
10,Tyrrrz/YoutubeDownloader,Tyrrrz,Downloads videos and playlists from YouTube,C#,15019,336,1967,,https://github.com/Tyrrrz/YoutubeDownloader,2026-05-18T08:36:39.657216+00:00,monthly,c%23
11,TechnitiumSoftware/DnsServer,TechnitiumSoftware,Technitium DNS Server,C#,8411,395,685,,https://github.com/TechnitiumSoftware/DnsServer,2026-05-18T08:36:39.657495+00:00,monthly,c%23
12,Devolutions/UniGetUI,Devolutions,UniGetUI: The Graphical Interface for your package managers. Could be terribly described as a package manager manager to manage your package managers,C#,23873,1226,815,,https://github.com/Devolutions/UniGetUI,2026-05-18T08:36:39.657777+00:00,monthly,c%23
13,huynhsontung/Screenbox,huynhsontung,LibVLC-based media player for the Universal Windows Platform,C#,3722,377,167,,https://github.com/huynhsontung/Screenbox,2026-05-18T08:36:39.658065+00:00,monthly,c%23
14,NethermindEth/nethermind,NethermindEth,"A robust, high-performance execution client for Ethereum node operators.",C#,1552,15,694,,https://github.com/NethermindEth/nethermind,2026-05-18T08:36:39.658440+00:00,monthly,c%23
15,shadowsocks/shadowsocks-windows,shadowsocks,A C# port of shadowsocks,C#,59553,414,16271,,https://github.com/shadowsocks/shadowsocks-windows,2026-05-18T08:36:39.658714+00:00,monthly,c%23
16,CoplayDev/unity-mcp,CoplayDev,"Unity MCP acts as a bridge, allowing AI assistants (like Claude, Cursor) to interact directly with your Unity Editor via a local MCP (Model Context Protocol) Client. Give your LLM tools to manage assets, control scenes, edit scripts, and automate tasks within Unity.",C#,9704,1136,1099,,https://github.com/CoplayDev/unity-mcp,2026-05-18T08:36:39.658998+00:00,monthly,c%23
17,scp222thj/MalumMenu,scp222thj,An easy-to-use Among Us cheat menu with a simple GUI and lots of useful modules,C#,238,46,141,,https://github.com/scp222thj/MalumMenu,2026-05-18T08:36:39.659295+00:00,monthly,c%23
18,Kareadita/Kavita,Kareadita,"Kavita is a fast, feature rich, cross platform reading server. Built with the goal of being a full solution for all your reading needs. Setup your own server and share your reading collection with your friends and family.",C#,10570,266,598,,https://github.com/Kareadita/Kavita,2026-05-18T08:36:39.659584+00:00,monthly,c%23
19,NickvisionApps/Parabolic,NickvisionApps,Download web video and audio,C#,5793,276,272,,https://github.com/NickvisionApps/Parabolic,2026-05-18T08:36:39.659865+00:00,monthly,c%23
20,SubtitleEdit/subtitleedit,SubtitleEdit,the subtitle editor :),C#,12885,298,1208,,https://github.com/SubtitleEdit/subtitleedit,2026-05-18T08:36:39.660143+00:00,monthly,c%23
21,yaobiao131/downkyicore,yaobiao131,哔哩下载姬(跨平台版)downkyi，哔哩哔哩网站视频下载工具，支持批量下载，支持8K、HDR、杜比视界，提供工具箱（音视频提取、去水印等）。,C#,7189,304,538,,https://github.com/yaobiao131/downkyicore,2026-05-18T08:36:39.660413+00:00,monthly,c%23
22,dotnet/aspnetcore,dotnet,"ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux.",C#,37935,142,10653,,https://github.com/dotnet/aspnetcore,2026-05-18T08:36:39.660695+00:00,monthly,c%23
23,Perfare/Il2CppDumper,Perfare,Unity il2cpp reverse engineer,C#,8962,148,1805,,https://github.com/Perfare/Il2CppDumper,2026-05-18T08:36:39.660975+00:00,monthly,c%23
24,Azure/azure-sdk-for-net,Azure,This repository is for active development of the Azure SDK for .NET. For consumers of the SDK we recommend visiting our public developer docs at,C#,5989,24,5148,,https://github.com/Azure/azure-sdk-for-net,2026-05-18T08:36:39.661271+00:00,monthly,c%23
1,nextcloud/server,nextcloud,"☁️ Nextcloud server, a safe home for all your data",PHP,35020,429,4878,,https://github.com/nextcloud/server,2026-05-18T08:36:44.392221+00:00,monthly,php
2,mautic/mautic,mautic,Mautic: Open Source Marketing Automation Software.,PHP,9693,240,3286,,https://github.com/mautic/mautic,2026-05-18T08:36:44.392575+00:00,monthly,php
3,bagisto/bagisto,bagisto,Free and open source laravel eCommerce platform,PHP,26847,464,3118,,https://github.com/bagisto/bagisto,2026-05-18T08:36:44.392881+00:00,monthly,php
4,Leantime/leantime,Leantime,"Leantime is a goals focused project management system for non-project managers. Building with ADHD, Autism, and dyslexia in mind.",PHP,9846,347,958,,https://github.com/Leantime/leantime,2026-05-18T08:36:44.393179+00:00,monthly,php
5,danielmiessler/SecLists,danielmiessler,"SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more.",PHP,70978,779,25009,,https://github.com/danielmiessler/SecLists,2026-05-18T08:36:44.393474+00:00,monthly,php
6,coollabsio/coolify,coollabsio,"An open-source, self-hostable PaaS alternative to Vercel, Heroku & Netlify that lets you easily deploy static sites, databases, full-stack applications and 280+ one-click services on your own servers.",PHP,55469,1842,4541,,https://github.com/coollabsio/coolify,2026-05-18T08:36:44.393909+00:00,monthly,php
7,Dolibarr/dolibarr,Dolibarr,"Dolibarr ERP CRM is a modern software package to manage your company or foundation's activity (contacts, suppliers, invoices, orders, stocks, agenda, accounting, ...). it's an open source Web application (written in PHP) designed for businesses of any sizes, foundations and freelancers.",PHP,7216,134,3380,,https://github.com/Dolibarr/dolibarr,2026-05-18T08:36:44.394271+00:00,monthly,php
8,invoiceninja/invoiceninja,invoiceninja,"A source-available invoice, quote, project and time-tracking app built with Laravel",PHP,9741,79,2637,,https://github.com/invoiceninja/invoiceninja,2026-05-18T08:36:44.394580+00:00,monthly,php
9,WordPress/mcp-adapter,WordPress,"An MCP adapter that bridges the Abilities API to the Model Context Protocol, enabling MCP clients to discover and invoke WordPress plugin, theme, and core abilities programmatically.",PHP,1090,191,126,,https://github.com/WordPress/mcp-adapter,2026-05-18T08:36:44.394872+00:00,monthly,php
10,digininja/DVWA,digininja,Damn Vulnerable Web Application (DVWA),PHP,13078,194,4841,,https://github.com/digininja/DVWA,2026-05-18T08:36:44.395168+00:00,monthly,php
11,cedar2025/Xboard,cedar2025,High-performance panel based on V2board secondary development supporting new protocols and new features,PHP,4277,200,1189,,https://github.com/cedar2025/Xboard,2026-05-18T08:36:44.395482+00:00,monthly,php
12,matomo-org/matomo,matomo-org,Empowering People Ethically 🚀 — Matomo is hiring! Join us →,PHP,21523,127,2846,,https://github.com/matomo-org/matomo,2026-05-18T08:36:44.395786+00:00,monthly,php
13,grokability/snipe-it,grokability,A free open source IT asset/license management system,PHP,13789,162,3833,,https://github.com/grokability/snipe-it,2026-05-18T08:36:44.396089+00:00,monthly,php
14,aureuserp/aureuserp,aureuserp,Free and Open Source ERP platform,PHP,10583,397,436,,https://github.com/aureuserp/aureuserp,2026-05-18T08:36:44.396373+00:00,monthly,php
15,ellite/Wallos,ellite,"Wallos: Open-source, self-hostable personal subscription tracker. Visualize your recurring expenses, manage your budget, and save money.",PHP,7915,243,365,,https://github.com/ellite/Wallos,2026-05-18T08:36:44.396662+00:00,monthly,php
16,glpi-project/glpi,glpi-project,"GLPI is a Free Asset and IT Management Software package, Data center management, ITIL Service Desk, licenses tracking and software auditing.",PHP,5890,106,1688,,https://github.com/glpi-project/glpi,2026-05-18T08:36:44.396950+00:00,monthly,php
17,symfony/symfony,symfony,The Symfony PHP framework,PHP,31046,82,9821,,https://github.com/symfony/symfony,2026-05-18T08:36:44.397235+00:00,monthly,php
18,kanboard/kanboard,kanboard,Kanban project management software,PHP,9590,58,1958,,https://github.com/kanboard/kanboard,2026-05-18T08:36:44.397528+00:00,monthly,php
19,openemr/openemr,openemr,The most popular open source electronic health records and medical practice management solution.,PHP,5152,84,2901,,https://github.com/openemr/openemr,2026-05-18T08:36:44.397820+00:00,monthly,php
20,monicahq/monica,monicahq,"Personal CRM. Remember everything about your friends, family and business relationships.",PHP,24657,182,2465,,https://github.com/monicahq/monica,2026-05-18T08:36:44.398105+00:00,monthly,php
